Rodada,ID,Nome,Clube,Posição,Mandante_Visitante,Pontuação,FD,FS,CA,FC,DS,FF,SG,A,G,I,DE,GS,V,PC,DP,CV,FT,PP,PS,GC
2,92440,André Ramalho,COR,Zagueiro,mandante,6.7,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
2,92708,Deyverson,FOR,Atacante,visitante,4.4,1.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
2,92854,Borré,INT,Atacante,mandante,7.9,,,,,,,,,1.0,1.0,,,,,,,,,,
2,92981,Ronaldo,INT,Meia,mandante,5.7,1.0,,,,3.0,,,,,,,,,,,,,,,
2,93478,Wanderson,CRU,Atacante,visitante,3.1,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,
2,93790,Marlon Freitas,BOT,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
2,93879,Marcão,JUV,Goleiro,visitante,3.2,,,,,,,,,,,4.0,2.0,,,,,,,,
2,93882,Cleiton,RBB,Goleiro,visitante,0.6,,,,,,,,,,,2.0,2.0,,,,,,,,
2,94044,John,BOT,Goleiro,mandante,8.9,,,,,,,1.0,,,,3.0,,,,,,,,,
2,94067,Matheus Fernandes,RBB,Meia,visitante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
2,94154,Maycon,COR,Meia,mandante,1.5,,,,,1.0,,,,,,,,,,,,,,,
2,94156,Diego Pituca,SAN,Meia,mandante,7.8,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
2,94207,Guilherme,SAN,Atacante,mandante,7.5,1.0,1.0,,1.0,2.0,4.0,,,,1.0,,,,,,,,,,
2,94444,Matheus Babi,JUV,Atacante,visitante,-0.1,,,,,,,,,,1.0,,,,,,,,,,
2,94509,Raphael Veiga,PAL,Meia,visitante,1.9,1.0,,,1.0,,,,,,,,,,,,,,,1.0,
2,94968,Juninho Capixaba,RBB,Lateral,visitante,9.4,,3.0,,1.0,5.0,1.0,,,,1.0,,,,,,,,,,
2,95127,Nicolas,CEA,Lateral,mandante,6.5,,,,,1.0,,1.0,,,,,,,,,,,,,
2,95131,Gabriel Taliari,JUV,Atacante,visitante,6.8,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,1.0,,,
2,95354,Giraldo,JUV,Meia,visitante,0.4,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
2,95357,Rivera,SPT,Meia,mandante,3.1,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,
2,95464,Gregore,BOT,Meia,mandante,0.2,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
2,95556,Raniele,COR,Meia,mandante,0.4,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
2,95799,Artur,BOT,Atacante,mandante,12.7,,3.0,,2.0,2.0,1.0,,1.0,,,,,,,,,1.0,,,
2,96340,Lima,FLU,Meia,mandante,9.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,
2,96725,Saravia,CAM,Lateral,mandante,6.2,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,
2,97145,Villasanti,GRE,Meia,visitante,5.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,
2,97341,Rogério Ceni,BAH,Técnico,visitante,6.25,,,,,,,,,,,,,,,,,,,,
2,97460,João Victor,MIR,Zagueiro,mandante,1.0,,2.0,,,,,,,,,,,,,,,,,,
2,97642,Félix Torres,COR,Zagueiro,mandante,8.8,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
2,97653,Murilo,PAL,Zagueiro,visitante,-1.1,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
2,97810,Erick,VIT,Atacante,mandante,8.5,,4.0,,,1.0,,,1.0,,,,,,,,,,,,
2,97867,Léo Ortiz,FLA,Zagueiro,visitante,0.0,,,,,,,,,,,,,,,,,,,,
2,97868,Iago,BAH,Lateral,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
2,97899,Matheus Bahia,CEA,Lateral,mandante,9.4,1.0,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,
2,97900,Vitão,INT,Zagueiro,mandante,9.5,,,,,3.0,,1.0,,,,,,,,,,,,,
2,98022,Erick,BAH,Meia,visitante,19.6,,1.0,1.0,5.0,6.0,2.0,,,1.0,,,,,,,,1.0,,,
2,98225,Pedro Raul,CEA,Atacante,mandante,13.6,,3.0,,1.0,,2.0,,,1.0,2.0,,,,,,,1.0,,,
2,98517,Jean Lucas,BAH,Meia,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
2,98619,Kuscevic,FOR,Zagueiro,visitante,2.1,,,,3.0,2.0,,,,,,,,,,,,,,,
2,98672,Savarino,BOT,Meia,mandante,2.8,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
2,98909,Cuello,CAM,Atacante,mandante,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,
2,98975,Rogel,INT,Zagueiro,mandante,6.2,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
2,99032,Lourenço,CEA,Meia,mandante,2.3,,,,,1.0,1.0,,,,,,,,,,,,,,
2,99198,Vegetti,VAS,Atacante,visitante,3.1,,,,2.0,,1.0,,,,1.0,,,,,,,1.0,,,
2,99213,Puma Rodríguez,VAS,Lateral,visitante,2.5,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
2,99228,De la Cruz,FLA,Meia,visitante,3.5,,1.0,,,2.0,,,,,,,,,,,,,,,
2,99253,Chico,SPT,Zagueiro,mandante,1.2,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,
2,99274,Alexander Barboza,BOT,Zagueiro,mandante,8.2,,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,
2,99366,Luis Zubeldía,SAO,Técnico,visitante,6.34,,,,,,,,,,,,,,,,,,,,
2,99392,Michael,FLA,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
2,99440,Baralhas,VIT,Meia,mandante,6.0,,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
2,99552,Rossi,FLA,Goleiro,visitante,1.6,,,,,,,,,,,2.0,1.0,,,,,,,,
2,99815,Arias,FLU,Meia,mandante,2.0,,3.0,,1.0,,1.0,,,,,,,,,,,,,,
2,99889,Alan Franco,SAO,Zagueiro,visitante,4.3,,2.0,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,
3,100084,Igor Gomes,CAM,Meia,mandante,8.0,,,,,,,,,1.0,,,,,,,,,,,
3,100652,Yuri Alberto,COR,Atacante,visitante,0.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
3,100830,Brenno,FOR,Goleiro,mandante,-3.0,,,,,,,,,,,,,,,,1.0,,,,
3,100842,Ruan,SAO,Zagueiro,mandante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
3,100846,Lucas Esteves,GRE,Lateral,mandante,1.5,,,,,1.0,,,,,,,,,,,,,,,
3,100898,Vitinho,BOT,Lateral,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
3,101027,Diego,CEA,Lateral,visitante,4.0,,2.0,,,2.0,,,,,,,,,,,,,,,
3,101290,Ferreira,SAO,Atacante,mandante,15.7,,3.0,,,2.0,4.0,,,1.0,,,,,,,,,,,
3,101314,Ademir,BAH,Atacante,mandante,2.0,,3.0,,1.0,,1.0,,,,,,,,,,,,,,
3,101573,Pepê,VIT,Meia,visitante,3.5,,1.0,,,2.0,,,,,,,,,,,,,,,
3,101594,Hugo Moura,VAS,Meia,mandante,-3.4,,,1.0,3.0,1.0,,,,,,,,,,,,,,,1.0
3,101597,Ramon,INT,Lateral,visitante,5.7,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
3,101727,Matheuzinho,COR,Lateral,visitante,5.2,,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,
3,101752,Claudinho,VIT,Lateral,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,101908,Willian Machado,CEA,Zagueiro,visitante,3.2,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
3,101960,Vitinho,INT,Atacante,visitante,1.1,,,1.0,3.0,2.0,,,,,,,,,,,,,,,
3,102130,Piquerez,PAL,Lateral,mandante,13.2,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,
3,102253,Lucas Halter,VIT,Zagueiro,visitante,8.0,,,,,,,,,1.0,,,,,,,,,,,
3,102256,Rollheiser,SAN,Meia,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
3,102318,Caio Paulista,CAM,Lateral,mandante,0.8,,,,,,1.0,,,,,,,,,,,,,,
3,102340,Cacá,COR,Zagueiro,visitante,3.4,,2.0,,2.0,2.0,,,,,,,,,,,,,,,
3,102561,Mastriani,BOT,Atacante,visitante,0.4,,,,1.0,,1.0,,,,1.0,,,,,,,,,,
3,102928,Canobbio,FLU,Atacante,mandante,1.6,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
3,102950,Facundo Torres,PAL,Atacante,mandante,9.7,,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,
3,102975,Escobar,SAN,Lateral,visitante,9.1,,2.0,,3.0,6.0,,,,,,,,,,,,,,,
3,103056,Gabriel Brazão,SAN,Goleiro,visitante,2.9,,,,,,,,,,,3.0,1.0,,,,,,,,
3,103295,Eric Ramires,RBB,Meia,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
3,103388,Emmanuel Martínez,FOR,Meia,mandante,-0.8,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
3,103445,Kaio Jorge,CRU,Atacante,visitante,11.4,,1.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,
3,103764,Gabriel Veron,SAN,Atacante,visitante,-0.1,,,,,,,,,,1.0,,,,,,,,,,
3,103767,Gabriel Menino,CAM,Meia,mandante,1.2,1.0,,,,,,,,,,,,,,,,,,,
3,104027,Rafael Guanaes,MIR,Técnico,visitante,2.82,,,,,,,,,,,,,,,,,,,,
3,104085,Bruno Fuchs,PAL,Zagueiro,mandante,3.7,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
3,104118,Lucas Arcanjo,VIT,Goleiro,visitante,9.7,,,,,,,,,,,9.0,2.0,,,,,,,,
3,104204,Edson Carioca,MIR,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,104250,João Victor,VAS,Zagueiro,mandante,3.8,,,,,2.0,1.0,,,,,,,,,,,,,,
3,104253,Adriano Martins,JUV,Zagueiro,mandante,0.0,,,,,,,,,,,,,,,,,,,,
3,104271,Hereda,SPT,Lateral,visitante,0.2,,,,2.0,,1.0,,,,,,,,,,,,,,
3,104502,Christian,CRU,Meia,visitante,1.4,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
3,104519,Camilo,GRE,Meia,mandante,4.2,,,,1.0,3.0,,,,,,,,,,,,,,,
3,104528,Igor Jesus,BOT,Atacante,visitante,6.4,1.0,3.0,,,,1.0,,,,1.0,,,,,,,1.0,,,
3,104666,Moisés,FOR,Atacante,mandante,1.6,,,,,,2.0,,,,,,,,,,,,,,
3,104754,Juan Vojvoda,FOR,Técnico,mandante,4.73,,,,,,,,,,,,,,,,,,,,
3,104758,Enzo Díaz,SAO,Lateral,mandante,1.7,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
3,104759,Leo Godoy,SAN,Lateral,visitante,1.6,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
3,104994,Wagner Leonardo,GRE,Zagueiro,mandante,2.7,,,,1.0,2.0,,,,,,,,,,,,,,,
3,105214,Santiago Rodríguez,BOT,Meia,visitante,2.5,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
3,105531,Matheus Bidu,COR,Lateral,visitante,3.5,,1.0,,,2.0,,,,,,,,,,,,,,,
3,105568,Lucero,FOR,Atacante,mandante,0.0,,,,,,,,,,,,,,,,,,,,
3,105584,Lucas Piton,VAS,Lateral,mandante,4.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
3,105585,Roni,MIR,Meia,visitante,0.5,,,1.0,,1.0,,,,,,,,,,,,,,,
3,105811,Wesley,INT,Atacante,visitante,2.8,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
3,105845,Matheus Araújo,CEA,Meia,visitante,5.0,,,,,,,,1.0,,,,,,,,,,,,
3,105900,Allanzinho,FOR,Atacante,mandante,0.7,,1.0,,2.0,,1.0,,,,,,,,,,,,,,
3,105903,José Aldo,MIR,Meia,visitante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
3,105990,Santiago Mingo,BAH,Zagueiro,mandante,0.5,,1.0,,,,,,,,,,,,,,,,,,
3,106082,Ewerthon,JUV,Lateral,mandante,1.2,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
3,106147,Thiago Carpini,VIT,Técnico,visitante,4.77,,,,,,,,,,,,,,,,,,,,
3,106294,Marcos Antônio,SAO,Meia,mandante,-0.9,,2.0,1.0,3.0,,,,,,,,,,,,,,,,
3,106323,Caio Alexandre,BAH,Meia,mandante,2.9,,,1.0,2.0,3.0,,,,,,,,,,,,,,,
3,106434,Eduardo Santos,RBB,Zagueiro,mandante,6.5,,,,,1.0,,1.0,,,,,,,,,,,,,
3,106593,Villalba,CRU,Zagueiro,visitante,3.0,,,,,,,,,,,,,,,,,1.0,,,
3,106681,Léo Pereira,VIT,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
3,107093,Luciano Juba,BAH,Lateral,mandante,5.2,,,,2.0,,1.0,,1.0,,,,,,,,,,,,
3,107111,Richard Ríos,PAL,Meia,mandante,8.1,,4.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,
3,107172,Patrick de Paula,BOT,Meia,visitante,3.6,,1.0,,,1.0,2.0,,,,,,,,,,,,,,
3,107174,Bruno Tabata,INT,Meia,visitante,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
3,107179,Matheus Donelli,COR,Goleiro,visitante,1.9,,,,,,,,,,,3.0,2.0,,,,,,,,
3,107516,Ênio,JUV,Atacante,mandante,1.0,,2.0,,,,,,,,,,,,,,,,,,
3,107554,Natanael,CAM,Lateral,mandante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
3,107726,Chrystian Barletta,SPT,Atacante,visitante,4.7,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,
3,107771,Fábio Matias,JUV,Técnico,mandante,5.57,,,,,,,,,,,,,1.0,,,,,,,
3,107796,Diego Rosa,INT,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,107873,Bobadilla,SAO,Meia,mandante,0.9,,,,2.0,1.0,,,,,,,,,,,,,,,
3,107908,Hugo,COR,Lateral,visitante,5.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
3,107950,Fausto Vera,CAM,Meia,mandante,11.1,,,,,1.0,2.0,,,1.0,,,,,,,,,,,
3,107958,Felipinho,JUV,Lateral,mandante,-0.2,,1.0,,2.0,,,,,,1.0,,,,,,,,,,
3,107989,Carbonero,INT,Atacante,visitante,1.2,,2.0,,2.0,,1.0,,,,,,,,,,,,,,
3,108133,Isidro Pitta,RBB,Atacante,mandante,-1.9,,,1.0,3.0,,,,,,,,,,,,,,,,
3,108509,Fabricio Domínguez,SPT,Meia,visitante,1.8,,2.0,,,,1.0,,,,,,,,,,,,,,
3,108671,Garré,VAS,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
3,108683,Emiliano Martínez,PAL,Meia,mandante,9.9,,1.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,
3,108713,Galeano,CEA,Atacante,visitante,1.1,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
3,109096,Plata,FLA,Atacante,visitante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
3,109401,Erick Pulga,BAH,Atacante,mandante,14.4,,3.0,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,
3,109461,Calebe,FOR,Meia,mandante,2.9,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
3,109573,Martinelli,FLU,Meia,mandante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
3,109899,Batalla,JUV,Atacante,mandante,7.4,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,,,
3,109966,Monsalve,GRE,Meia,mandante,-0.1,,1.0,,2.0,,,,,,,,,,,,,,,,
3,110311,José Martínez,COR,Meia,visitante,1.7,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
3,110506,Abel Ferreira,PAL,Técnico,mandante,9.18,,,,,,,,,,,,,1.0,,,,,,,
3,110510,Aguirre,INT,Lateral,visitante,4.4,,,,2.0,,,1.0,,,,,,,,,,,,,
3,110715,Andrés Hurtado,RBB,Lateral,mandante,4.7,,,,1.0,,,1.0,,,,,,,,,,,,,
3,110727,Rubens,CAM,Meia,mandante,4.2,,,,1.0,3.0,,,,,,,,,,,,,,,
3,110818,Renato Paiva,BOT,Técnico,visitante,2.89,,,,,,,,,,,,,,,,,,,,
3,110909,Guilherme Lopes,RBB,Lateral,mandante,8.2,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,
3,111166,Rômulo,CEA,Meia,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
3,111407,Luis Mandaca,JUV,Meia,mandante,11.8,,2.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
3,111594,Micael,PAL,Zagueiro,mandante,3.7,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
3,111682,Adson,VAS,Meia,mandante,1.2,1.0,,,,,,,,,,,,,,,,,,,
3,111683,Anthoni,INT,Goleiro,visitante,6.3,,,,,,,1.0,,,,1.0,,,,,,,,,
3,111829,Kayky,BAH,Atacante,mandante,0.0,,,,,,,,,,,,,,,,,,,,
3,111831,Matheus Martins,BOT,Atacante,visitante,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
3,112060,João Victor,CEA,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,112709,Kaiki Bruno,CRU,Lateral,visitante,6.0,,1.0,1.0,5.0,2.0,,,1.0,,,,,,,,,,,,
3,112869,Aníbal Moreno,PAL,Meia,mandante,3.9,1.0,,,1.0,2.0,,,,,,,,,,,,,,,
3,112886,Lucas Barbosa,RBB,Atacante,mandante,0.0,,,,5.0,1.0,,,,,,,,,,,,,,,
3,113034,Freytes,FLU,Zagueiro,mandante,5.5,,1.0,,,,,1.0,,,,,,,,,,,,,
3,113078,Mancuso,FOR,Lateral,mandante,9.5,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
3,113103,Flaco López,PAL,Atacante,mandante,1.9,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
3,113158,Marquinhos,CRU,Atacante,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
3,113462,Lenny Lobato,SPT,Atacante,visitante,0.8,,,,,,1.0,,,,,,,,,,,,,,
3,113687,Du Queiroz,SPT,Meia,visitante,3.2,,,,2.0,2.0,1.0,,,,,,,,,,,,,,
3,114802,Vitor Roque,PAL,Atacante,mandante,9.2,1.0,6.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
3,115141,Lucas Freitas,VAS,Zagueiro,mandante,1.9,,2.0,,2.0,1.0,,,,,,,,,,,,,,,
3,115239,Wesley,FLA,Lateral,visitante,6.2,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
3,115248,Jhon Jhon,RBB,Meia,mandante,6.2,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,
3,115915,Lelê,CEA,Atacante,visitante,1.3,,1.0,,,,1.0,,,,,,,,,,,,,,
3,116065,Cuiabano,BOT,Lateral,visitante,1.0,,2.0,,,,,,,,,,,,,,,,,,
3,116447,Hércules,FLU,Meia,mandante,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,
3,116461,Jamerson,VIT,Lateral,visitante,5.5,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
3,117711,Pedro Caixinha,SAN,Técnico,visitante,2.49,,,,,,,,,,,,,,,,,,,,
3,117910,Breno Bidon,COR,Meia,visitante,3.0,1.0,3.0,,4.0,1.0,,,,,,,,,,,,,,,
3,118758,Jair,BOT,Zagueiro,visitante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
3,118775,Lautaro Díaz,CRU,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,120856,Arthur Sousa,SPT,Atacante,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
3,121830,Janderson,VIT,Atacante,visitante,-0.5,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
3,122302,Cristian,MIR,Atacante,visitante,4.4,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
3,122394,Gustavinho,RBB,Meia,mandante,1.5,,,,,1.0,,,,,,,,,,,,,,,
3,122486,Rayan,VAS,Atacante,mandante,10.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
3,122755,Lucas Cunha,SPT,Zagueiro,visitante,0.7,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
3,122861,Abner,JUV,Zagueiro,mandante,3.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
3,122897,Guzmán Rodríguez,RBB,Zagueiro,mandante,5.2,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
3,123360,Cauly,BAH,Meia,mandante,1.3,,1.0,,,,1.0,,,,,,,,,,,,,,
3,123907,Pepa,SPT,Técnico,visitante,3.17,,,,,,,,,,,,,,,,,,,,
3,124239,Henry Mosquera,RBB,Atacante,mandante,2.4,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
3,124251,Deivid Washington,SAN,Atacante,visitante,0.1,,1.0,,1.0,,,,,,1.0,,,,,,,,,,
3,124481,Mateo Ponte,BOT,Lateral,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,124526,Giay,PAL,Lateral,mandante,7.7,,,,1.0,2.0,,1.0,,,,,,,,,,,,,
3,124661,Iván Román,CAM,Zagueiro,mandante,2.8,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
3,126977,Fernando Seabra,RBB,Técnico,mandante,8.49,,,,,,,,,,,,,1.0,,,,,,,
3,128915,Estêvão,PAL,Atacante,mandante,0.4,,1.0,,3.0,,1.0,,,,,,,,,,,,,,
3,130386,Maceió,MIR,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,130650,Bernal,FLU,Meia,mandante,1.4,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
3,131617,André Silva,SAO,Atacante,mandante,3.3,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,
3,131825,Davi Góes,JUV,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
3,132301,Alejandro Martínez,CEA,Atacante,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
3,132553,Jemmes,MIR,Zagueiro,visitante,3.5,,1.0,,,2.0,,,,,,,,,,,,,,,
3,132580,Vinicinho,RBB,Atacante,mandante,5.5,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,
3,133669,Alysson,GRE,Atacante,mandante,4.7,1.0,4.0,,,1.0,,,,,,,,,,,,,,,
3,136306,Luis Otávio,INT,Meia,visitante,3.4,,2.0,,2.0,2.0,,,,,,,,,,,,,,,
3,139076,Filipe Luís,FLA,Técnico,visitante,7.55,,,,,,,,,,,,,1.0,,,,,,,
3,140364,João Marcelo,CAM,Atacante,mandante,1.2,1.0,,,,,,,,,,,,,,,,,,,
3,140541,Lucas Ferreira,SAO,Meia,mandante,8.2,,5.0,,1.0,4.0,,,,,,,,,,,,,,,
3,140542,Ryan Francisco,SAO,Atacante,mandante,1.0,,2.0,,,,,,,,,,,,,,,,,,
3,141525,Gustavo Mancha,FOR,Zagueiro,mandante,8.0,,,,,2.0,,1.0,,,,,,,,,,,,,
3,141607,Matheus Alves,SAO,Meia,mandante,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
3,141754,Gabriel Bontempo,SAN,Meia,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
3,141763,Fabiano Souza,CEA,Lateral,visitante,2.7,,3.0,,1.0,1.0,,,,,,,,,,,,,,,
3,141996,João Silva,SPT,Zagueiro,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
3,142004,Amuzu,GRE,Atacante,mandante,0.5,,1.0,,,,,,,,,,,,,,,,,,
3,142279,Nuno Moreira,VAS,Atacante,mandante,10.7,1.0,3.0,,,2.0,,,1.0,,,,,,,,,,,,
3,37457,Léo Condé,CEA,Técnico,visitante,3.45,,,,,,,,,,,,,,,,,,,,
3,37656,Fábio,FLU,Goleiro,mandante,6.3,,,,,,,1.0,,,,1.0,,,,,,,,,
3,37715,Thiago Silva,FLU,Zagueiro,mandante,5.2,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
3,39148,Hulk,CAM,Atacante,mandante,5.5,3.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,
3,41929,Renato Gaúcho,FLU,Técnico,mandante,7.41,,,,,,,,,,,,,1.0,,,,,,,
3,42234,Cássio,CRU,Goleiro,visitante,0.3,,,,,,,,,,,1.0,1.0,,,,,,,,
3,42411,Cuca,CAM,Técnico,mandante,4.97,,,,,,,,,,,,,,,,,,,,
3,42500,Fagner,CRU,Lateral,visitante,0.8,,,1.0,4.0,2.0,,,,,,,,,,,,,,,
3,51772,Everton Ribeiro,BAH,Meia,mandante,0.9,,,,2.0,1.0,,,,,,,,,,,,,,,
3,52827,David Luiz,FOR,Zagueiro,mandante,9.5,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
3,60793,Alex Teixeira,VAS,Atacante,mandante,1.4,,,1.0,2.0,2.0,,,,,,,,,,,,,,,
3,61987,Alex Sandro,FLA,Lateral,visitante,5.0,,,,5.0,1.0,,1.0,,,,,,,,,,,,,
3,62977,Ganso,FLU,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
3,63007,Neymar,SAN,Meia,visitante,2.6,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,
3,63289,Edenílson,GRE,Meia,mandante,-1.3,,,1.0,1.0,,,,,,,,,,,,,,,,
3,68708,Eduardo,CRU,Meia,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
3,68899,Philippe Coutinho,VAS,Meia,mandante,7.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
3,68920,Dudu,CRU,Atacante,visitante,0.0,,,,,,,,,,,,,,,,,,,,
3,68923,Gil,SAN,Zagueiro,visitante,-0.9,,,,3.0,,,,,,,,,,,,,,,,
3,68928,Rafael,SAO,Goleiro,mandante,0.8,,1.0,,,,,,,,,1.0,1.0,,,,,,,,
3,68952,Marinho,FOR,Atacante,mandante,1.4,,3.0,,,,,,,,1.0,,,,,,,,,,
3,68991,Lucas Sasha,FOR,Meia,mandante,5.7,,,,1.0,4.0,,,,,,,,,,,,,,,
3,68996,Willian José,BAH,Atacante,mandante,0.8,,,,,,1.0,,,,,,,,,,,,,,
3,69138,Pablo,SPT,Atacante,visitante,1.2,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
3,70216,Gustavo,JUV,Goleiro,mandante,0.3,,,,,,,,,,,1.0,1.0,,,,,,,,
3,70360,Eduardo Sasha,RBB,Atacante,mandante,10.7,1.0,3.0,,,,,,,1.0,,,,,,,,,,,
3,70592,Felipe Anderson,PAL,Meia,mandante,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,
3,70666,Marllon,CEA,Zagueiro,visitante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
3,70696,Fábio Carille,VAS,Técnico,mandante,7.8,,,,,,,,,,,,,1.0,,,,,,,
